epoch,step,train/action_embedding_mean_epoch,train/action_embedding_mean_step,train/base_td_loss_epoch,train/base_td_loss_step,train/c2_base_c_loss_epoch,train/c2_base_c_loss_step,train/first_q_alignment_examples_epoch,train/first_q_alignment_examples_step,train/first_q_alignment_loss_epoch,train/first_q_alignment_loss_step,train/first_q_alignment_top1_agreement_epoch,train/first_q_alignment_top1_agreement_step,train/first_q_alignment_weighted_loss_epoch,train/first_q_alignment_weighted_loss_step,train/first_q_student_score_mean_epoch,train/first_q_student_score_mean_step,train/first_q_student_score_std_epoch,train/first_q_student_score_std_step,train/first_q_teacher_cost_mean_epoch,train/first_q_teacher_cost_mean_step,train/first_q_teacher_cost_std_epoch,train/first_q_teacher_cost_std_step,train/goal_projection_loss_epoch,train/goal_projection_loss_step,train/goal_score_residual_mean_epoch,train/goal_score_residual_mean_step,train/goal_task_fraction_epoch,train/goal_task_fraction_step,train/loss_epoch,train/loss_step,train/method_td_loss_epoch,train/method_td_loss_step,train/random_task_fraction_epoch,train/random_task_fraction_step,train/td_pairs_epoch,train/td_pairs_step,train/td_prediction_mean_epoch,train/td_prediction_mean_step,train/td_target_mean_epoch,train/td_target_mean_step,train/terminal_fraction_epoch,train/terminal_fraction_step,validation/action_embedding_mean,validation/base_td_loss,validation/c2_base_c_loss,validation/first_q_alignment_evaluated,validation/goal_projection_loss,validation/goal_score_residual_mean,validation/goal_task_fraction,validation/loss,validation/method_td_loss,validation/random_task_fraction,validation/td_pairs,validation/td_prediction_mean,validation/td_target_mean,validation/terminal_fraction
0,49,,-0.25230535864830017,,1118.9202880859375,,40780.84765625,,8.0,,3.2503280639648438,,0.0,,3.2503280639648438,,2317.37451171875,,576.7600708007812,,203.9989471435547,,135.39059448242188,,39661.92578125,,18.47289276123047,,0.46484375,,40784.09765625,,40784.09765625,,0.53515625,,256.0,,0.3203125,,0.31054556369781494,,0.0078125,,,,,,,,,,,,,,
0,99,,-0.25955265760421753,,1002.6080322265625,,2356.99951171875,,8.0,,3.1523964405059814,,0.125,,3.1523964405059814,,2113.713134765625,,486.48779296875,,240.128662109375,,123.4767837524414,,1354.391357421875,,-0.9833166003227234,,0.45703125,,2360.15185546875,,2360.15185546875,,0.54296875,,256.0,,0.298828125,,0.2848464250564575,,0.00390625,,,,,,,,,,,,,,
0,149,,-0.2666933834552765,,1099.742431640625,,2841.3134765625,,8.0,,3.233513116836548,,0.0,,3.233513116836548,,2203.44384765625,,418.2213439941406,,255.28897094726562,,119.14439392089844,,1741.5709228515625,,-1.147367238998413,,0.49609375,,2844.546875,,2844.546875,,0.50390625,,256.0,,0.271484375,,0.2978171110153198,,0.01171875,,,,,,,,,,,,,,
0,199,,-0.2575645446777344,,1048.68994140625,,2443.970703125,,8.0,,3.0651464462280273,,0.25,,3.0651464462280273,,2227.301025390625,,554.6220703125,,170.4465789794922,,97.91002655029297,,1395.2808837890625,,-3.3065459728240967,,0.49609375,,2447.035888671875,,2447.035888671875,,0.50390625,,256.0,,0.09375,,0.08772628009319305,,0.0078125,,,,,,,,,,,,,,
0,249,,-0.2623262405395508,,843.22412109375,,2246.6396484375,,8.0,,3.1399455070495605,,0.0,,3.1399455070495605,,2142.05517578125,,621.3449096679688,,281.8176574707031,,120.9745101928711,,1403.4154052734375,,-6.76865816116333,,0.42578125,,2249.779541015625,,2249.779541015625,,0.57421875,,256.0,,0.2216796875,,0.22022601962089539,,0.0,,,,,,,,,,,,,,
0,299,,-0.271822065114975,,1089.8189697265625,,2518.465576171875,,8.0,,3.015054941177368,,0.0,,3.015054941177368,,2193.98681640625,,601.8818969726562,,251.11349487304688,,104.70693969726562,,1428.6466064453125,,-1.9197689294815063,,0.47265625,,2521.480712890625,,2521.480712890625,,0.52734375,,256.0,,0.31640625,,0.28194934129714966,,0.0078125,,,,,,,,,,,,,,
0,349,,-0.25905758142471313,,1050.285400390625,,2582.51318359375,,8.0,,3.104825019836426,,0.125,,3.104825019836426,,2231.89013671875,,578.6834716796875,,282.4620361328125,,137.01126098632812,,1532.227783203125,,6.064481258392334,,0.4375,,2585.617919921875,,2585.617919921875,,0.5625,,256.0,,0.283203125,,0.2557469308376312,,0.0078125,,,,,,,,,,,,,,
0,399,,-0.2535937428474426,,975.75048828125,,2545.87060546875,,8.0,,3.099419593811035,,0.125,,3.099419593811035,,1702.99755859375,,554.435302734375,,266.31585693359375,,110.78841400146484,,1570.1199951171875,,-9.463557243347168,,0.49609375,,2548.969970703125,,2548.969970703125,,0.50390625,,256.0,,0.2109375,,0.18997667729854584,,0.0,,,,,,,,,,,,,,
0,449,,-0.2621377408504486,,1378.468505859375,,83565.4921875,,8.0,,2.918454647064209,,0.125,,2.918454647064209,,2255.291748046875,,672.5901489257812,,221.08810424804688,,127.88919830322266,,82187.0234375,,33.32210922241211,,0.5078125,,83568.4140625,,83568.4140625,,0.4921875,,256.0,,0.259765625,,0.2572368383407593,,0.01171875,,,,,,,,,,,,,,
0,499,,-0.27075618505477905,,1178.92529296875,,46647.07421875,,8.0,,3.1176915168762207,,0.125,,3.1176915168762207,,2490.949951171875,,331.7679138183594,,254.9635009765625,,127.53543090820312,,45468.1484375,,21.68366813659668,,0.45703125,,46650.19140625,,46650.19140625,,0.54296875,,256.0,,0.2138671875,,0.2106056809425354,,0.0078125,,,,,,,,,,,,,,
0,549,,-0.26503270864486694,,1064.966064453125,,2723.380859375,,8.0,,3.1626243591308594,,0.125,,3.1626243591308594,,1958.50537109375,,515.8797607421875,,270.1099853515625,,109.34452819824219,,1658.4149169921875,,-11.31847095489502,,0.44921875,,2726.54345703125,,2726.54345703125,,0.55078125,,256.0,,0.265625,,0.2686101198196411,,0.0078125,,,,,,,,,,,,,,
0,599,,-0.2479703426361084,,1328.6234130859375,,82802.3359375,,8.0,,3.1403470039367676,,0.0,,3.1403470039367676,,2427.15234375,,545.1205444335938,,238.921630859375,,139.31150817871094,,81473.7109375,,27.683956146240234,,0.4375,,82805.4765625,,82805.4765625,,0.5625,,256.0,,0.134765625,,0.14982962608337402,,0.01171875,,,,,,,,,,,,,,
0,649,,-0.270279198884964,,971.45068359375,,2651.06591796875,,8.0,,3.123703718185425,,0.0,,3.123703718185425,,2313.7353515625,,325.9911804199219,,219.2239990234375,,112.05827331542969,,1679.615234375,,-6.178974151611328,,0.4609375,,2654.189697265625,,2654.189697265625,,0.5390625,,256.0,,0.283203125,,0.23630158603191376,,0.0,,,,,,,,,,,,,,
0,699,,-0.2624269425868988,,886.5089111328125,,3159.68701171875,,8.0,,3.2744979858398438,,0.0,,3.2744979858398438,,2185.12255859375,,370.4587707519531,,260.784912109375,,139.34718322753906,,2273.177978515625,,-18.03020668029785,,0.4609375,,3162.96142578125,,3162.96142578125,,0.5390625,,256.0,,0.1826171875,,0.18725261092185974,,0.00390625,,,,,,,,,,,,,,
0,749,,-0.26962345838546753,,1251.318115234375,,34808.44921875,,8.0,,3.176090717315674,,0.0,,3.176090717315674,,2635.330810546875,,173.65936279296875,,191.35064697265625,,112.20714569091797,,33557.1328125,,12.516511917114258,,0.59375,,34811.625,,34811.625,,0.40625,,256.0,,0.333984375,,0.3097105324268341,,0.0078125,,,,,,,,,,,,,,
0,799,,-0.25410354137420654,,923.1070556640625,,2722.1728515625,,8.0,,3.197110652923584,,0.0,,3.197110652923584,,2370.39892578125,,411.8473205566406,,279.0006103515625,,136.6164093017578,,1799.065673828125,,-5.812589168548584,,0.515625,,2725.369873046875,,2725.369873046875,,0.484375,,256.0,,0.296875,,0.301544189453125,,0.0,,,,,,,,,,,,,,
0,849,,-0.26835015416145325,,1131.04931640625,,41840.3828125,,8.0,,3.2751688957214355,,0.0,,3.2751688957214355,,2483.489501953125,,228.99803161621094,,237.4322509765625,,112.68852996826172,,40709.33203125,,14.635984420776367,,0.5390625,,41843.65625,,41843.65625,,0.4609375,,256.0,,0.2392578125,,0.2445031851530075,,0.00390625,,,,,,,,,,,,,,
0,899,,-0.24600207805633545,,1177.9288330078125,,33747.2890625,,8.0,,3.060466766357422,,0.0,,3.060466766357422,,2268.35302734375,,384.1983947753906,,275.7804260253906,,120.12970733642578,,32569.359375,,5.358282566070557,,0.44921875,,33750.34765625,,33750.34765625,,0.55078125,,256.0,,0.2275390625,,0.21321925520896912,,0.01171875,,,,,,,,,,,,,,
0,949,,-0.2569502294063568,,990.4876098632812,,2373.11083984375,,8.0,,2.9800827503204346,,0.0,,2.9800827503204346,,2404.57177734375,,196.73780822753906,,228.56394958496094,,104.17088317871094,,1382.6231689453125,,-6.189651966094971,,0.54296875,,2376.0908203125,,2376.0908203125,,0.45703125,,256.0,,0.1748046875,,0.1870187520980835,,0.00390625,,,,,,,,,,,,,,
0,999,,-0.25933682918548584,,1157.759521484375,,34568.9296875,,8.0,,3.207845687866211,,0.0,,3.207845687866211,,2252.317138671875,,486.9382629394531,,251.18634033203125,,118.12996673583984,,33411.171875,,16.289220809936523,,0.48828125,,34572.13671875,,34572.13671875,,0.51171875,,256.0,,0.265625,,0.26711222529411316,,0.0078125,,,,,,,,,,,,,,
0,1049,,-0.25880441069602966,,874.332763671875,,2407.49560546875,,8.0,,3.403665542602539,,0.0,,3.403665542602539,,2332.900390625,,243.14747619628906,,301.2510986328125,,127.51518249511719,,1533.162841796875,,-4.508523941040039,,0.50390625,,2410.899169921875,,2410.899169921875,,0.49609375,,256.0,,0.298828125,,0.30869191884994507,,0.0,,,,,,,,,,,,,,
0,1099,,-0.25815194845199585,,1320.2373046875,,49249.8984375,,8.0,,3.0526342391967773,,0.125,,3.0526342391967773,,1859.6517333984375,,502.50927734375,,299.2821044921875,,114.05012512207031,,47929.66015625,,16.735185623168945,,0.48046875,,49252.94921875,,49252.94921875,,0.51953125,,256.0,,0.29296875,,0.28271687030792236,,0.01171875,,,,,,,,,,,,,,
0,1149,,-0.2773846387863159,,1195.931640625,,42871.3828125,,8.0,,3.041867971420288,,0.0,,3.041867971420288,,2340.677734375,,228.40882873535156,,231.14112854003906,,112.51897430419922,,41675.453125,,4.782939910888672,,0.5,,42874.42578125,,42874.42578125,,0.5,,256.0,,0.287109375,,0.3299199342727661,,0.01171875,,,,,,,,,,,,,,
0,1199,,-0.26204997301101685,,971.905517578125,,3125.47802734375,,8.0,,3.0499026775360107,,0.125,,3.0499026775360107,,2235.64794921875,,406.5113830566406,,221.24708557128906,,112.74581146240234,,2153.572509765625,,-3.4198358058929443,,0.49609375,,3128.52783203125,,3128.52783203125,,0.50390625,,256.0,,0.2041015625,,0.22452110052108765,,0.0,,,,,,,,,,,,,,
0,1249,,-0.2561602294445038,,847.4525756835938,,3262.776123046875,,8.0,,3.0475523471832275,,0.0,,3.0475523471832275,,2191.42724609375,,407.86962890625,,284.36285400390625,,124.83598327636719,,2415.323486328125,,-15.436100959777832,,0.48046875,,3265.82373046875,,3265.82373046875,,0.51953125,,256.0,,0.359375,,0.34207063913345337,,0.0,,,,,,,,,,,,,,
