epoch,step,train/c4_total_loss_epoch,train/c4_total_loss_step,train/f_online_ghost_alignment_mse_epoch,train/f_online_ghost_alignment_mse_step,train/goal_projection_loss_epoch,train/goal_projection_loss_step,train/goal_task_fraction_epoch,train/goal_task_fraction_step,train/loss_epoch,train/loss_step,train/prediction_mean_epoch,train/prediction_mean_step,train/random_task_fraction_epoch,train/random_task_fraction_step,train/td_pairs_epoch,train/td_pairs_step,train/td_target_mean_epoch,train/td_target_mean_step,train/terminal_fraction_epoch,train/terminal_fraction_step,train/vector_td_loss_epoch,train/vector_td_loss_step,validation/c4_total_loss,validation/f_online_ghost_alignment_mse,validation/goal_projection_loss,validation/goal_task_fraction,validation/loss,validation/prediction_mean,validation/random_task_fraction,validation/td_pairs,validation/td_target_mean,validation/terminal_fraction,validation/vector_td_loss
0,949,,3092.22998046875,,0.004919971339404583,,2725.9765625,,0.54296875,,3092.22998046875,,0.09228515625,,0.45703125,,256.0,,0.0593273863196373,,0.00390625,,366.25335693359375,,,,,,,,,,,
0,999,,2931.699951171875,,0.004708897788077593,,2587.733154296875,,0.48828125,,2931.699951171875,,0.1015625,,0.51171875,,256.0,,0.07974448800086975,,0.0078125,,343.9667663574219,,,,,,,,,,,
0,1049,,2285.59716796875,,0.004743844270706177,,1993.4154052734375,,0.50390625,,2285.59716796875,,0.126953125,,0.49609375,,256.0,,0.07901893556118011,,0.0,,292.1817626953125,,,,,,,,,,,
0,1099,,3324.976806640625,,0.004618546925485134,,3027.5,,0.48046875,,3324.976806640625,,0.1357421875,,0.51953125,,256.0,,0.09207937121391296,,0.01171875,,297.4767150878906,,,,,,,,,,,
0,1149,,3047.54248046875,,0.005171181168407202,,2747.7060546875,,0.5,,3047.54248046875,,0.169921875,,0.5,,256.0,,0.12685708701610565,,0.01171875,,299.83642578125,,,,,,,,,,,
0,1199,,3030.552001953125,,0.0050021326169371605,,2741.70263671875,,0.49609375,,3030.552001953125,,0.1904296875,,0.50390625,,256.0,,0.12556730210781097,,0.0,,288.8493347167969,,,,,,,,,,,
0,1249,,2134.18408203125,,0.004395435564219952,,1844.7388916015625,,0.48046875,,2134.18408203125,,0.1953125,,0.51953125,,256.0,,0.12120883911848068,,0.0,,289.44525146484375,,,,,,,,,,,
0,1299,,3168.710205078125,,0.004688045009970665,,2855.352783203125,,0.51953125,,3168.710205078125,,0.16796875,,0.48046875,,256.0,,0.1289164125919342,,0.0078125,,313.357421875,,,,,,,,,,,
0,1349,,4882.94482421875,,0.004829094745218754,,4556.15283203125,,0.49609375,,4882.94482421875,,0.212890625,,0.50390625,,256.0,,0.13797321915626526,,0.00390625,,326.79193115234375,,,,,,,,,,,
0,1399,,3853.5537109375,,0.004737549927085638,,3536.541748046875,,0.52734375,,3853.5537109375,,0.2177734375,,0.47265625,,256.0,,0.16491250693798065,,0.00390625,,317.0119323730469,,,,,,,,,,,
0,1449,,3118.166015625,,0.00457645021378994,,2800.3388671875,,0.4921875,,3118.166015625,,0.166015625,,0.5078125,,256.0,,0.1481269896030426,,0.0,,317.82708740234375,,,,,,,,,,,
0,1499,,2881.493896484375,,0.004284536466002464,,2552.2529296875,,0.53125,,2881.493896484375,,0.236328125,,0.46875,,256.0,,0.15845626592636108,,0.0,,329.2408752441406,,,,,,,,,,,
0,1549,,3316.29443359375,,0.004876207560300827,,2922.5244140625,,0.4921875,,3316.29443359375,,0.2333984375,,0.5078125,,256.0,,0.18499808013439178,,0.0,,393.7698974609375,,,,,,,,,,,
0,1599,,3411.87841796875,,0.004805746953934431,,3011.167724609375,,0.49609375,,3411.87841796875,,0.2177734375,,0.50390625,,256.0,,0.1820530742406845,,0.0078125,,400.7106628417969,,,,,,,,,,,
0,1649,,5148.3642578125,,0.004871813580393791,,4705.63623046875,,0.5625,,5148.3642578125,,0.25390625,,0.4375,,256.0,,0.2118573635816574,,0.0078125,,442.727783203125,,,,,,,,,,,
0,1699,,4141.84326171875,,0.004641575273126364,,3720.811279296875,,0.51953125,,4141.84326171875,,0.259765625,,0.48046875,,256.0,,0.23321311175823212,,0.00390625,,421.03192138671875,,,,,,,,,,,
0,1749,,7553.3955078125,,0.004697798751294613,,7074.47802734375,,0.4921875,,7553.3955078125,,0.30078125,,0.5078125,,256.0,,0.24027514457702637,,0.0078125,,478.917236328125,,,,,,,,,,,
0,1799,,4467.33251953125,,0.0046258894726634026,,4000.36376953125,,0.45703125,,4467.33251953125,,0.3125,,0.54296875,,256.0,,0.24533359706401825,,0.00390625,,466.96881103515625,,,,,,,,,,,
0,1849,,5101.013671875,,0.0049680802039802074,,4593.544921875,,0.51953125,,5101.013671875,,0.326171875,,0.48046875,,256.0,,0.25004053115844727,,0.0,,507.4689636230469,,,,,,,,,,,
0,1899,,6082.58935546875,,0.004714048467576504,,5513.662109375,,0.51171875,,6082.58935546875,,0.322265625,,0.48828125,,256.0,,0.26867640018463135,,0.0078125,,568.9271240234375,,,,,,,,,,,
0,1949,,4731.40576171875,,0.004942021332681179,,4150.94677734375,,0.46484375,,4731.40576171875,,0.341796875,,0.53515625,,256.0,,0.2887217700481415,,0.00390625,,580.4588623046875,,,,,,,,,,,
0,1999,,6448.49462890625,,0.004833653569221497,,5913.703125,,0.48828125,,6448.49462890625,,0.37109375,,0.51171875,,256.0,,0.3102361857891083,,0.0,,534.7913208007812,,,,,,,,,,,
0,2049,,9992.6015625,,0.004948830232024193,,9359.017578125,,0.50390625,,9992.6015625,,0.359375,,0.49609375,,256.0,,0.2810409963130951,,0.00390625,,633.58447265625,,,,,,,,,,,
0,2099,,6198.076171875,,0.004843405447900295,,5586.2509765625,,0.47265625,,6198.076171875,,0.40234375,,0.52734375,,256.0,,0.3186749517917633,,0.0,,611.824951171875,,,,,,,,,,,
0,2149,,3992.00830078125,,0.004908932372927666,,3373.9541015625,,0.49609375,,3992.00830078125,,0.376953125,,0.50390625,,256.0,,0.3428785502910614,,0.0,,618.0540771484375,,,,,,,,,,,
0,2199,,5131.8212890625,,0.004965560510754585,,4518.39013671875,,0.48046875,,5131.8212890625,,0.451171875,,0.51953125,,256.0,,0.3748447895050049,,0.0,,613.431396484375,,,,,,,,,,,
0,2249,,10747.4248046875,,0.00519994180649519,,9981.8544921875,,0.46875,,10747.4248046875,,0.404296875,,0.53125,,256.0,,0.3788571059703827,,0.0078125,,765.5704345703125,,,,,,,,,,,
0,2299,,4922.71435546875,,0.004746021702885628,,4271.19287109375,,0.47265625,,4922.71435546875,,0.396484375,,0.52734375,,256.0,,0.3496858775615692,,0.0,,651.5214233398438,,,,,,,,,,,
0,2349,,5368.365234375,,0.00450802780687809,,4598.22314453125,,0.51171875,,5368.365234375,,0.44140625,,0.48828125,,256.0,,0.34754741191864014,,0.00390625,,770.14208984375,,,,,,,,,,,
0,2399,,7286.76611328125,,0.004890670068562031,,6433.2587890625,,0.51171875,,7286.76611328125,,0.478515625,,0.48828125,,256.0,,0.39476048946380615,,0.0,,853.5074462890625,,,,,,,,,,,
0,2449,,12506.7041015625,,0.00476473942399025,,11606.896484375,,0.484375,,12506.7041015625,,0.46875,,0.515625,,256.0,,0.42177826166152954,,0.01171875,,899.8076171875,,,,,,,,,,,
0,2499,,21869.2890625,,0.004725513979792595,,20791.58984375,,0.44921875,,21869.2890625,,0.484375,,0.55078125,,256.0,,0.4346650242805481,,0.01171875,,1077.6983642578125,,,,,,,,,,,
0,2549,,28346.755859375,,0.0046008797362446785,,27198.326171875,,0.5078125,,28346.755859375,,0.466796875,,0.4921875,,256.0,,0.39385873079299927,,0.01171875,,1148.4290771484375,,,,,,,,,,,
0,2599,,34991.01953125,,0.004948238842189312,,33710.86328125,,0.52734375,,34991.01953125,,0.53125,,0.47265625,,256.0,,0.45240291953086853,,0.01171875,,1280.157470703125,,,,,,,,,,,
0,2649,,8667.09375,,0.004709085449576378,,7743.35693359375,,0.5,,8667.09375,,0.54296875,,0.5,,256.0,,0.45343464612960815,,0.0,,923.736572265625,,,,,,,,,,,
0,2699,,16357.8466796875,,0.00523187592625618,,15294.287109375,,0.4609375,,16357.8466796875,,0.5625,,0.5390625,,256.0,,0.46363410353660583,,0.00390625,,1063.5595703125,,,,,,,,,,,
0,2749,,18715.744140625,,0.004767900332808495,,17607.2421875,,0.5,,18715.744140625,,0.5390625,,0.5,,256.0,,0.43547117710113525,,0.00390625,,1108.5010986328125,,,,,,,,,,,
0,2799,,7859.869140625,,0.004769624210894108,,6874.97119140625,,0.49609375,,7859.869140625,,0.64453125,,0.50390625,,256.0,,0.5108986496925354,,0.00390625,,984.8980712890625,,,,,,,,,,,
0,2849,,7378.056640625,,0.004816137719899416,,6373.85986328125,,0.51953125,,7378.056640625,,0.48046875,,0.48046875,,256.0,,0.48089736700057983,,0.00390625,,1004.1968994140625,,,,,,,,,,,
0,2899,,9485.8720703125,,0.005019846837967634,,8367.7412109375,,0.49609375,,9485.8720703125,,0.640625,,0.50390625,,256.0,,0.5363001823425293,,0.00390625,,1118.130615234375,,,,,,,,,,,
0,2949,,29025.275390625,,0.004755228757858276,,27688.951171875,,0.5,,29025.275390625,,0.60546875,,0.5,,256.0,,0.4894101321697235,,0.0078125,,1336.32421875,,,,,,,,,,,
0,2999,,9434.982421875,,0.004587296396493912,,8272.2216796875,,0.54296875,,9434.982421875,,0.57421875,,0.45703125,,256.0,,0.5131648778915405,,0.0,,1162.760986328125,,,,,,,,,,,
0,3049,,23603.208984375,,0.005197709426283836,,22188.10546875,,0.48046875,,23603.208984375,,0.55078125,,0.51953125,,256.0,,0.5324708819389343,,0.00390625,,1415.10400390625,,,,,,,,,,,
0,3099,,10697.1806640625,,0.005122092552483082,,9357.41796875,,0.484375,,10697.1806640625,,0.62109375,,0.515625,,256.0,,0.558120608329773,,0.0078125,,1339.762939453125,,,,,,,,,,,
0,3149,,21790.013671875,,0.005366162396967411,,20568.01953125,,0.515625,,21790.013671875,,0.63671875,,0.484375,,256.0,,0.5722718834877014,,0.0078125,,1221.9945068359375,,,,,,,,,,,
0,3199,,12226.970703125,,0.006550525315105915,,10882.310546875,,0.51171875,,12226.970703125,,0.71875,,0.48828125,,256.0,,0.5564596056938171,,0.00390625,,1344.6597900390625,,,,,,,,,,,
0,3249,,40642.4765625,,0.004767121747136116,,39015.72265625,,0.515625,,40642.4765625,,0.625,,0.484375,,256.0,,0.5365175008773804,,0.015625,,1626.7528076171875,,,,,,,,,,,
0,3299,,25619.91796875,,0.004762636031955481,,24114.404296875,,0.5546875,,25619.91796875,,0.703125,,0.4453125,,256.0,,0.66779625415802,,0.00390625,,1505.5140380859375,,,,,,,,,,,
0,3349,,9381.69921875,,0.005001829005777836,,8007.55908203125,,0.484375,,9381.69921875,,0.66796875,,0.515625,,256.0,,0.5733965039253235,,0.00390625,,1374.14013671875,,,,,,,,,,,
0,3399,,29459.783203125,,0.004976986907422543,,27966.173828125,,0.47265625,,29459.783203125,,0.765625,,0.52734375,,256.0,,0.730337381362915,,0.0078125,,1493.6092529296875,,,,,,,,,,,
0,3449,,7968.591796875,,0.004428412765264511,,6819.62548828125,,0.5078125,,7968.591796875,,0.77734375,,0.4921875,,256.0,,0.6654052734375,,0.0,,1148.966064453125,,,,,,,,,,,
0,3499,,10403.84375,,0.0051093022339046,,9140.84375,,0.47265625,,10403.84375,,0.66796875,,0.52734375,,256.0,,0.6185595393180847,,0.0,,1262.9998779296875,,,,,,,,,,,
0,3549,,11727.06640625,,0.004624772351235151,,10167.505859375,,0.49609375,,11727.06640625,,0.75390625,,0.50390625,,256.0,,0.666780948638916,,0.0078125,,1559.560302734375,,,,,,,,,,,
0,3599,,36288.15625,,0.004581980407238007,,34558.5078125,,0.4375,,36288.15625,,0.80859375,,0.5625,,256.0,,0.7327966690063477,,0.00390625,,1729.6490478515625,,,,,,,,,,,
0,3649,,8431.8828125,,0.0046223849058151245,,6879.5087890625,,0.5078125,,8431.8828125,,0.7890625,,0.4921875,,256.0,,0.7413663864135742,,0.0,,1552.37451171875,,,,,,,,,,,
0,3699,,10867.90234375,,0.005129425786435604,,9414.962890625,,0.4765625,,10867.90234375,,0.69140625,,0.5234375,,256.0,,0.6483128070831299,,0.00390625,,1452.939453125,,,,,,,,,,,
0,3749,,10639.912109375,,0.004803631454706192,,8968.2783203125,,0.51953125,,10639.912109375,,0.796875,,0.48046875,,256.0,,0.7486187815666199,,0.0,,1671.6337890625,,,,,,,,,,,
0,3799,,12253.0576171875,,0.004679340869188309,,10572.369140625,,0.4921875,,12253.0576171875,,0.8125,,0.5078125,,256.0,,0.726405143737793,,0.0,,1680.6881103515625,,,,,,,,,,,
0,3849,,12152.119140625,,0.00448621017858386,,10539.41015625,,0.47265625,,12152.119140625,,0.8203125,,0.52734375,,256.0,,0.707137942314148,,0.0,,1612.70947265625,,,,,,,,,,,
0,3899,,9271.013671875,,0.00472613051533699,,7741.71630859375,,0.49609375,,9271.013671875,,0.78125,,0.50390625,,256.0,,0.7298275828361511,,0.00390625,,1529.2977294921875,,,,,,,,,,,
0,3949,,9381.1298828125,,0.004424222279340029,,7800.29541015625,,0.46484375,,9381.1298828125,,0.86328125,,0.53515625,,256.0,,0.8013204336166382,,0.0,,1580.8345947265625,,,,,,,,,,,
0,3999,,24466.3984375,,0.004794334527105093,,22672.890625,,0.53125,,24466.3984375,,0.796875,,0.46875,,256.0,,0.7191259264945984,,0.00390625,,1793.5068359375,,,,,,,,,,,
0,4049,,11081.2822265625,,0.00454437592998147,,9408.2265625,,0.45703125,,11081.2822265625,,0.78125,,0.54296875,,256.0,,0.73973548412323,,0.0,,1673.0556640625,,,,,,,,,,,
0,4099,,11283.419921875,,0.004915875382721424,,9508.6171875,,0.54296875,,11283.419921875,,0.88671875,,0.45703125,,256.0,,0.8671283721923828,,0.0,,1774.80322265625,,,,,,,,,,,
0,4149,,11409.779296875,,0.004704772960394621,,9644.1259765625,,0.48828125,,11409.779296875,,0.85546875,,0.51171875,,256.0,,0.7801217436790466,,0.0,,1765.6529541015625,,,,,,,,,,,
0,4199,,29148.095703125,,0.004432296380400658,,27273.3046875,,0.484375,,29148.095703125,,0.8125,,0.515625,,256.0,,0.7852334380149841,,0.0078125,,1874.790283203125,,,,,,,,,,,
0,4249,,11939.75,,0.004907828755676746,,10175.5458984375,,0.48828125,,11939.75,,0.85546875,,0.51171875,,256.0,,0.774144172668457,,0.0,,1764.20361328125,,,,,,,,,,,
0,4299,,10144.1171875,,0.00829310342669487,,8466.8876953125,,0.49609375,,10144.1171875,,0.83984375,,0.50390625,,256.0,,0.7951931357383728,,0.0,,1677.22998046875,,,,,,,,,,,
0,4349,,13869.63671875,,0.004748467355966568,,11650.89453125,,0.48828125,,13869.63671875,,0.9921875,,0.51171875,,256.0,,0.8764821887016296,,0.01953125,,2218.7421875,,,,,,,,,,,
0,4399,,8225.5869140625,,0.004729759879410267,,6534.17138671875,,0.515625,,8225.5869140625,,0.8828125,,0.484375,,256.0,,0.8513059616088867,,0.0,,1691.41552734375,,,,,,,,,,,
0,4449,,13172.7890625,,0.004633673932403326,,11457.08984375,,0.48046875,,13172.7890625,,0.7890625,,0.51953125,,256.0,,0.7818238735198975,,0.00390625,,1715.69970703125,,,,,,,,,,,
0,4499,,39490.05859375,,0.004682769998908043,,37269.33203125,,0.51953125,,39490.05859375,,0.9375,,0.48046875,,256.0,,0.8230960369110107,,0.00390625,,2220.7255859375,,,,,,,,,,,
0,4549,,9676.2890625,,0.0049187541007995605,,7880.5146484375,,0.55859375,,9676.2890625,,0.9609375,,0.44140625,,256.0,,0.8808540105819702,,0.0,,1795.7745361328125,,,,,,,,,,,
0,4599,,12759.001953125,,0.004621808882802725,,10922.0625,,0.52734375,,12759.001953125,,0.9296875,,0.47265625,,256.0,,0.8772419691085815,,0.0,,1836.939208984375,,,,,,,,,,,
0,4649,,10430.1982421875,,0.004735960625112057,,8731.5078125,,0.49609375,,10430.1982421875,,1.0078125,,0.50390625,,256.0,,0.8871608972549438,,0.0,,1698.690673828125,,,,,,,,,,,
0,4699,,37790.90625,,0.004814038053154945,,35606.68359375,,0.5078125,,37790.90625,,1.0,,0.4921875,,256.0,,0.8821792602539062,,0.00390625,,2184.22265625,,,,,,,,,,,
0,4749,,11341.177734375,,0.005254240240901709,,9287.87890625,,0.55078125,,11341.177734375,,0.94921875,,0.44921875,,256.0,,0.9557191729545593,,0.0,,2053.298828125,,,,,,,,,,,
0,4799,,13647.8525390625,,0.004700202029198408,,11475.38671875,,0.51953125,,13647.8525390625,,1.0546875,,0.48046875,,256.0,,0.9479126334190369,,0.0,,2172.4658203125,,,,,,,,,,,
0,4849,,11704.150390625,,0.005040711723268032,,9899.4462890625,,0.52734375,,11704.150390625,,1.0234375,,0.47265625,,256.0,,0.9319645166397095,,0.0,,1804.704345703125,,,,,,,,,,,
0,4899,,15428.90625,,0.004936983343213797,,13442.25,,0.51953125,,15428.90625,,1.1015625,,0.48046875,,256.0,,0.999516487121582,,0.0,,1986.65673828125,,,,,,,,,,,
0,4949,,55473.65625,,0.004520814400166273,,53014.640625,,0.546875,,55473.65625,,1.03125,,0.453125,,256.0,,0.8797795176506042,,0.0078125,,2459.0166015625,,,,,,,,,,,
0,4999,,13202.541015625,,0.004800133872777224,,11141.6064453125,,0.5078125,,13202.541015625,,1.0078125,,0.4921875,,256.0,,0.9069392085075378,,0.00390625,,2060.93505859375,,,,,,,,,,,
0,5049,,35628.796875,,0.005249839276075363,,33120.4765625,,0.4609375,,35628.796875,,1.1015625,,0.5390625,,256.0,,0.9939169883728027,,0.00390625,,2508.319091796875,,,,,,,,,,,
0,5099,,14978.8798828125,,0.00453478517010808,,12582.5966796875,,0.51171875,,14978.8798828125,,0.9921875,,0.48828125,,256.0,,0.9403077960014343,,0.0,,2396.282958984375,,,,,,,,,,,
0,5149,,39390.2578125,,0.004955919925123453,,37149.82421875,,0.49609375,,39390.2578125,,1.0703125,,0.50390625,,256.0,,1.0297833681106567,,0.00390625,,2240.43505859375,,,,,,,,,,,
0,5199,,36401.12890625,,0.0046784053556621075,,33965.8046875,,0.44921875,,36401.12890625,,0.9921875,,0.55078125,,256.0,,0.8950344324111938,,0.0078125,,2435.3251953125,,,,,,,,,,,
0,5249,,32710.349609375,,0.005011516623198986,,30181.109375,,0.54296875,,32710.349609375,,1.0703125,,0.45703125,,256.0,,0.9732025861740112,,0.01171875,,2529.240234375,,,,,,,,,,,
0,5299,,68000.40625,,0.005091734696179628,,65211.0078125,,0.50390625,,68000.40625,,0.92578125,,0.49609375,,256.0,,0.8706409931182861,,0.0078125,,2789.3994140625,,,,,,,,,,,
0,5349,,12204.50390625,,0.004863257519900799,,9995.0087890625,,0.46875,,12204.50390625,,1.0234375,,0.53125,,256.0,,0.9673537015914917,,0.0,,2209.49560546875,,,,,,,,,,,
0,5399,,17738.623046875,,0.0049992334097623825,,15651.5947265625,,0.48828125,,17738.623046875,,1.0078125,,0.51171875,,256.0,,0.9712752103805542,,0.00390625,,2087.029052734375,,,,,,,,,,,
0,5449,,30694.607421875,,0.004848634358495474,,28139.84765625,,0.4921875,,30694.607421875,,1.0859375,,0.5078125,,256.0,,1.0131019353866577,,0.00390625,,2554.75927734375,,,,,,,,,,,
0,5499,,13003.25,,0.004504102282226086,,10923.2744140625,,0.53515625,,13003.25,,1.046875,,0.46484375,,256.0,,1.0338845252990723,,0.0,,2079.97607421875,,,,,,,,,,,
0,5549,,15777.3125,,0.0047108386643230915,,13730.0400390625,,0.46875,,15777.3125,,0.984375,,0.53125,,256.0,,0.9998139142990112,,0.00390625,,2047.2724609375,,,,,,,,,,,
0,5599,,13300.5576171875,,0.007074790075421333,,10991.2109375,,0.47265625,,13300.5576171875,,1.0546875,,0.52734375,,256.0,,0.9897058010101318,,0.0078125,,2309.3466796875,,,,,,,,,,,
0,5649,,34986.046875,,0.004771029110997915,,32411.3828125,,0.54296875,,34986.046875,,1.015625,,0.45703125,,256.0,,0.9715802073478699,,0.00390625,,2574.666015625,,,,,,,,,,,
0,5699,,14307.966796875,,0.00481770932674408,,11860.9287109375,,0.5078125,,14307.966796875,,1.046875,,0.4921875,,256.0,,0.9956992864608765,,0.0,,2447.0380859375,,,,,,,,,,,
0,5749,,41067.5703125,,0.004700504243373871,,38568.33203125,,0.49609375,,41067.5703125,,1.0703125,,0.50390625,,256.0,,0.9755479097366333,,0.00390625,,2499.240234375,,,,,,,,,,,
0,5799,,79561.6953125,,0.004944125190377235,,76850.4453125,,0.50390625,,79561.6953125,,1.046875,,0.49609375,,256.0,,0.9917745590209961,,0.01171875,,2711.24658203125,,,,,,,,,,,
0,5849,,17208.66015625,,0.004788022488355637,,14643.30078125,,0.49609375,,17208.66015625,,1.1875,,0.50390625,,256.0,,1.1240394115447998,,0.00390625,,2565.359375,,,,,,,,,,,
0,5899,,11037.25,,0.00496155209839344,,8755.0341796875,,0.546875,,11037.25,,1.0234375,,0.453125,,256.0,,0.9705370664596558,,0.00390625,,2282.21630859375,,,,,,,,,,,
0,5949,,36136.609375,,0.004799884743988514,,33544.73828125,,0.53515625,,36136.609375,,1.171875,,0.46484375,,256.0,,1.1129584312438965,,0.00390625,,2591.871826171875,,,,,,,,,,,
0,5999,,14577.462890625,,0.004830034915357828,,12383.6611328125,,0.484375,,14577.462890625,,1.1640625,,0.515625,,256.0,,1.0429996252059937,,0.0,,2193.80224609375,,,,,,,,,,,
0,6049,,11883.095703125,,0.004605765920132399,,9889.7822265625,,0.5078125,,11883.095703125,,1.0546875,,0.4921875,,256.0,,1.0015437602996826,,0.0,,1993.3131103515625,,,,,,,,,,,
0,6099,,10251.0390625,,0.0043874699622392654,,8065.86083984375,,0.51171875,,10251.0390625,,1.25,,0.48828125,,256.0,,1.1121352910995483,,0.0,,2185.17822265625,,,,,,,,,,,
0,6149,,11584.0283203125,,0.00475597707554698,,9048.349609375,,0.5,,11584.0283203125,,1.140625,,0.5,,256.0,,1.086679220199585,,0.0078125,,2535.6787109375,,,,,,,,,,,
0,6199,,136647.28125,,0.004646203014999628,,133121.015625,,0.46484375,,136647.28125,,1.1796875,,0.53515625,,256.0,,1.1127725839614868,,0.01171875,,3526.2607421875,,,,,,,,,,,
0,6249,,48889.6640625,,0.0048288097605109215,,45883.72265625,,0.46484375,,48889.6640625,,0.984375,,0.53515625,,256.0,,1.0378217697143555,,0.015625,,3005.939697265625,,,,,,,,,,,
0,6299,,79145.46875,,0.004822428338229656,,76338.7421875,,0.5234375,,79145.46875,,1.03125,,0.4765625,,256.0,,0.9292725324630737,,0.015625,,2806.726806640625,,,,,,,,,,,
0,6349,,13754.7451171875,,0.0048757451586425304,,11423.5302734375,,0.48046875,,13754.7451171875,,1.140625,,0.51953125,,256.0,,1.072967529296875,,0.0,,2331.214599609375,,,,,,,,,,,
0,6399,,15926.1513671875,,0.0049842000007629395,,13423.435546875,,0.5,,15926.1513671875,,1.1015625,,0.5,,256.0,,1.1130262613296509,,0.00390625,,2502.7158203125,,,,,,,,,,,
0,6449,,16763.115234375,,0.004522308707237244,,14401.013671875,,0.49609375,,16763.115234375,,1.1953125,,0.50390625,,256.0,,1.106869101524353,,0.00390625,,2362.10205078125,,,,,,,,,,,
